Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,BounceRates,PageValues,SpecialDay,Region,Weekend,VisitorType,Month,TrafficType,OperatingSystems,Browser,Revenue
0,0,0,0,3,0.1,0,0,1,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
0,0,1,41,13,0,0,0,2,FALSE,Returning_Visitor,Mar,1,2,5,FALSE
1,14,0,0,17,0,0,0,2,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
1,5,0,0,9,0,0,0,3,FALSE,Returning_Visitor,Mar,3,4,1,FALSE
2,107,0,0,3,0,0,0,3,FALSE,New_Visitor,Mar,2,1,1,FALSE
1,31,3,62,11,0,0,0,1,FALSE,Returning_Visitor,Mar,10,2,2,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Mar,10,2,4,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,1,42,20,0,33.47777322,0,7,FALSE,Returning_Visitor,Mar,2,2,4,TRUE
0,0,0,0,2,0.2,0,0,1,FALSE,Returning_Visitor,Mar,10,1,1,FALSE
1,7,0,0,29,0,0,0,1,TRUE,New_Visitor,Mar,2,4,1,FALSE
0,0,0,0,4,0,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,30,0,21.04864167,0,2,FALSE,New_Visitor,Mar,2,2,4,TRUE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
2,52,1,17.66666667,18,0,0,0,1,FALSE,New_Visitor,Mar,2,2,2,FALSE
0,0,0,0,12,0,0,0,3,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
1,19,0,0,7,0,0,0,2,FALSE,Returning_Visitor,Mar,10,3,2,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
1,0,0,0,3,0.05,0,0,2,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
9,204.0833333,0,0,63,0,19.95572297,0,8,FALSE,New_Visitor,Mar,8,1,2,TRUE
2,151,0,0,19,0.004761905,10.8692605,0,7,TRUE,Returning_Visitor,Mar,1,1,1,TRUE
6,98,0,0,12,0.019444444,0,0,1,TRUE,Returning_Visitor,Mar,2,1,2,FALSE
6,52,1,24,56,0.003389831,10.37042373,0,1,FALSE,Returning_Visitor,Mar,1,2,2,TRUE
0,0,0,0,7,0,0,0,6,TRUE,New_Visitor,Mar,2,1,1,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
4,600.4230769,0,0,17,0.00075188,0.120699914,0,1,FALSE,Returning_Visitor,Mar,8,2,2,TRUE
0,0,0,0,7,0.028571429,0,0,1,TRUE,Returning_Visitor,Mar,6,3,2,FALSE
4,132,0,0,7,0.036,0,0,7,FALSE,Returning_Visitor,Mar,8,3,2,FALSE
0,0,0,0,3,0,0,0,2,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
3,23,0,0,6,0,0,0,6,FALSE,New_Visitor,Mar,2,2,2,FALSE
2,20,0,0,17,0,0,0,9,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
3,39,0,0,30,0.012121212,0,0,3,FALSE,Returning_Visitor,Mar,3,1,8,FALSE
2,152.8333333,0,0,20,0.011111111,41.35007203,0,1,FALSE,New_Visitor,Mar,2,1,1,TRUE
0,0,0,0,77,0.003070175,0,0,1,FALSE,Returning_Visitor,Mar,2,4,1,FALSE
0,0,0,0,5,0,0,0,1,TRUE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,6,0,0,0,6,FALSE,Returning_Visitor,Mar,8,2,4,FALSE
0,0,0,0,8,0.057142857,0,0,2,FALSE,Returning_Visitor,Mar,1,1,2,FALSE
4,16.66666667,0,0,68,0.002941176,0,0,4,FALSE,Returning_Visitor,Mar,8,2,2,FALSE
0,0,0,0,6,0,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
2,197,4,219,53,0.007272727,0,0,6,TRUE,Returning_Visitor,Mar,2,1,1,FALSE
0,0,0,0,6,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,30,0.027586207,0,0,6,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
2,15,0,0,7,0,0,0,1,FALSE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,12,0.016666667,0,0,4,FALSE,Returning_Visitor,Mar,3,4,1,FALSE
5,710.3333333,0,0,23,0,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
4,84,0,0,35,0,0,0,3,FALSE,New_Visitor,Mar,2,2,2,FALSE
0,0,0,0,5,0,0,0,7,FALSE,Returning_Visitor,Mar,2,2,4,FALSE
3,151,0,0,6,0,0,0,3,TRUE,Returning_Visitor,Mar,3,3,2,FALSE
4,83.5,0,0,9,0,0,0,1,FALSE,New_Visitor,Mar,2,2,2,FALSE
0,0,0,0,17,0.011764706,0,0,1,FALSE,Returning_Visitor,Mar,2,1,1,FALSE
0,0,0,0,1,0.2,0,0,3,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
0,0,0,0,14,0.014285714,0,0,1,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Mar,7,2,4,FALSE
0,0,0,0,8,0,0,0,1,TRUE,New_Visitor,Mar,2,3,3,FALSE
9,848.1428571,4,388.6666667,33,0,0,0,1,FALSE,New_Visitor,Mar,10,2,2,FALSE
0,0,0,0,6,0,77.96,0,9,TRUE,Returning_Visitor,Mar,2,1,2,TRUE
0,0,0,0,4,0,0,0,9,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
3,130.8333333,1,109,47,0,0,0,3,TRUE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,9,0,0,0,6,TRUE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,4,0,0,0,3,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
2,27,0,0,23,0,0,0,2,TRUE,New_Visitor,Mar,2,2,2,FALSE
0,0,0,0,3,0,0,0,4,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
0,0,2,445,38,0.000854701,0,0,3,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,6,0,0,0,7,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,40,0.005128205,0,0,1,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
2,12,0,0,43,0.009090909,0,0,7,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
0,0,0,0,12,0.016666667,0,0,6,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
11,281.6309524,0,0,54,0,5.150663602,0,7,FALSE,Returning_Visitor,Mar,2,1,1,FALSE
0,0,0,0,10,0.02,0,0,4,TRUE,Returning_Visitor,Mar,1,1,1,FALSE
9,160,0,0,48,0.007272727,20.32388105,0,1,TRUE,Returning_Visitor,Mar,8,2,6,TRUE
0,0,0,0,26,0,0,0,1,TRUE,Returning_Visitor,Mar,3,1,1,FALSE
0,0,0,0,5,0.04,0,0,1,TRUE,Returning_Visitor,Mar,1,2,4,FALSE
0,0,0,0,1,0.2,0,0,3,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
0,0,0,0,21,0.00952381,0,0,1,FALSE,Returning_Visitor,Mar,3,2,6,FALSE
0,0,0,0,6,0,0,0,3,TRUE,Returning_Visitor,Mar,3,4,1,FALSE
0,0,0,0,3,0.1,0,0,1,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,8,0.025,0,0,5,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
3,31.33333333,0,0,33,0.0015625,0,0,6,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
0,0,0,0,5,0.04,0,0,1,FALSE,Returning_Visitor,Mar,3,3,2,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
0,0,0,0,3,0,0,0,3,TRUE,Returning_Visitor,Mar,3,1,1,FALSE
3,81,1,0,28,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,6,FALSE
1,5.5,0,0,7,0.025,0,0,6,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
4,81,0,0,8,0,0,0,2,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
1,18,0,0,24,0,0,0,2,FALSE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,11,0,0,0,5,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,11,0.031818182,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
3,91,2,338,11,0,45.7504,0,1,FALSE,New_Visitor,Mar,10,2,2,TRUE
2,85.5,0,0,42,0,27.12804201,0,1,FALSE,Returning_Visitor,Mar,1,2,10,FALSE
1,42,2,80.5,46,0,0,0,1,FALSE,Returning_Visitor,Mar,10,2,2,FALSE
5,36.33333333,3,53,22,0.002564103,0,0,1,FALSE,Returning_Visitor,Mar,1,4,1,FALSE
0,0,0,0,18,0.011111111,0,0,7,TRUE,Returning_Visitor,Mar,9,1,1,FALSE
2,33,0,0,28,0,0,0,6,FALSE,Returning_Visitor,Mar,10,2,10,FALSE
0,0,0,0,19,0,0,0,3,FALSE,Returning_Visitor,Mar,10,2,2,FALSE
7,110.25,0,0,20,0.011111111,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,6,0,35.49,0,3,FALSE,Returning_Visitor,Mar,1,2,2,TRUE
0,0,0,0,16,0.01875,0,0,3,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,17,0.023529412,0,0,1,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
2,27,1,35,19,0.016666667,16.33942857,0,1,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,18,0.011111111,0,0,1,FALSE,Returning_Visitor,Mar,2,1,1,FALSE
4,155.5,0,0,13,0,0,0,1,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,1,0.2,0,0,4,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
0,0,0,0,6,0.026666667,0,0,3,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
5,487.5,0,0,11,0,0,0,1,FALSE,New_Visitor,Mar,11,1,8,FALSE
0,0,3,56,10,0,0,0,4,TRUE,New_Visitor,Mar,2,1,1,FALSE
0,0,0,0,5,0.02,0,0,1,TRUE,Returning_Visitor,Mar,10,3,2,FALSE
0,0,0,0,10,0.02,0,0,4,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,12,0,0,0,3,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
5,376.8,3,105.6666667,6,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
4,985.5,4,308,6,0,0,0,3,FALSE,New_Visitor,Mar,2,2,2,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,20,0,0,0,2,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
7,606,1,33,26,0,0,0,7,FALSE,Returning_Visitor,Mar,2,1,1,FALSE
11,1640.590909,0,0,16,0,10.78136364,0,2,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
1,0,0,0,8,0,0,0,6,TRUE,Returning_Visitor,Mar,1,2,4,FALSE
0,0,0,0,5,0,0,0,1,TRUE,Returning_Visitor,Mar,1,1,1,FALSE
2,63,0,0,35,0,0,0,3,TRUE,New_Visitor,Mar,2,2,2,FALSE
11,228.0277778,1,32,17,0.007258065,0,0,9,FALSE,Returning_Visitor,Mar,8,1,2,FALSE
0,0,0,0,5,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
6,136.5555556,0,0,59,0.002985075,8.567426866,0,2,TRUE,Returning_Visitor,Mar,2,2,4,TRUE
3,76,0,0,24,0,0,0,4,FALSE,New_Visitor,Mar,3,2,2,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
0,0,0,0,6,0,0,0,7,FALSE,Returning_Visitor,Mar,10,2,4,FALSE
2,11,0,0,20,0.01,0,0,1,TRUE,Returning_Visitor,Mar,3,2,2,FALSE
1,0,0,0,17,0.045833333,0,0,7,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,5,0.146666667,0,0,7,FALSE,Returning_Visitor,Mar,3,3,2,FALSE
0,0,0,0,8,0,0,0,3,FALSE,Returning_Visitor,Mar,2,4,1,FALSE
0,0,0,0,2,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,11,0,0,0,6,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,15,0.028571429,0,0,7,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
1,1.333333333,0,0,32,0.006060606,0,0,1,TRUE,Returning_Visitor,Mar,2,2,4,FALSE
0,0,0,0,4,0.1,0,0,3,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,17,0.006334842,0,0,3,FALSE,Returning_Visitor,Mar,10,3,2,FALSE
0,0,0,0,3,0,0,0,5,FALSE,Returning_Visitor,Mar,10,1,2,FALSE
0,0,1,55,9,0,53.25533333,0,1,TRUE,Returning_Visitor,Mar,2,1,1,TRUE
0,0,0,0,3,0,0,0,6,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,20,0.02,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
5,310,1,73,16,0,0,0,1,TRUE,Returning_Visitor,Mar,2,1,1,FALSE
5,1417.5,0,0,36,0,0,0,5,TRUE,Returning_Visitor,Mar,2,2,2,FALSE
3,960,0,0,10,0,0,0,1,FALSE,New_Visitor,Mar,2,2,5,FALSE
2,18,0,0,15,0.0125,29.24325,0,3,FALSE,Returning_Visitor,Mar,1,2,10,TRUE
0,0,0,0,5,0.12,0,0,1,FALSE,Returning_Visitor,Mar,1,1,10,FALSE
2,52,0,0,24,0.026388889,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,2,0,0,0,3,FALSE,Returning_Visitor,Mar,3,3,2,FALSE
0,0,0,0,4,0.05,0,0,6,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,4,0,0,0,1,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
2,18.33333333,0,0,36,0.005263158,0,0,8,TRUE,Returning_Visitor,Mar,1,2,2,FALSE
5,106,0,0,30,0,0,0,3,FALSE,New_Visitor,Mar,2,2,2,FALSE
6,91.88888889,0,0,25,0.028571429,0,0,1,TRUE,Returning_Visitor,Mar,1,3,2,FALSE
3,18,0,0,14,0,0,0,8,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
2,36,0,0,13,0,0,0,4,FALSE,Returning_Visitor,Mar,8,4,2,FALSE
0,0,1,28,13,0,33.41,0,1,FALSE,Returning_Visitor,Mar,6,2,2,TRUE
2,17,0,0,20,0.012698413,32.578313,0,1,FALSE,Returning_Visitor,Mar,10,3,3,FALSE
0,0,0,0,1,0,0,0,5,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
7,139.5,0,0,30,0.006060606,0,0,3,FALSE,New_Visitor,Mar,2,1,2,FALSE
0,0,0,0,3,0,0,0,1,TRUE,Returning_Visitor,Mar,3,1,1,FALSE
4,178,2,209,17,0,0,0,7,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
3,180,0,0,12,0,27.75904925,0,2,TRUE,Returning_Visitor,Mar,2,2,2,TRUE
2,107.3333333,0,0,8,0,0,0,7,TRUE,Returning_Visitor,Mar,2,1,2,FALSE
4,52,1,7,46,0.003773585,16.94643793,0,3,FALSE,Returning_Visitor,Mar,8,2,2,TRUE
2,211,1,58,71,0.001315789,0,0,5,TRUE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,1,0.2,0,0,3,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
0,0,2,46,9,0,0,0,1,FALSE,Returning_Visitor,Mar,2,2,6,FALSE
1,4,0,0,43,0,0,0,2,TRUE,Returning_Visitor,Mar,3,4,1,FALSE
1,69,0,0,8,0,28.05094335,0,1,FALSE,New_Visitor,Mar,8,2,4,TRUE
4,183.25,1,21,20,0,0,0,1,FALSE,Returning_Visitor,Mar,2,1,1,FALSE
2,55,0,0,6,0,0,0,7,FALSE,New_Visitor,Mar,2,2,2,FALSE
0,0,0,0,11,0.045454545,0,0,9,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
0,0,0,0,1,0.2,0,0,1,TRUE,Returning_Visitor,Mar,3,1,1,FALSE
0,0,0,0,26,0,92.4822063,0,7,FALSE,Returning_Visitor,Mar,2,2,2,TRUE
0,0,1,83,16,0,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
1,3,2,373,6,0,0,0,1,FALSE,New_Visitor,Mar,8,2,4,FALSE
1,613.6666667,0,0,4,0.161904762,0,0,8,FALSE,Returning_Visitor,Mar,10,3,2,FALSE
0,0,0,0,2,0,0,0,1,FALSE,Returning_Visitor,Mar,2,1,1,FALSE
0,0,0,0,36,0,4.599,0,1,TRUE,Returning_Visitor,Mar,3,1,1,TRUE
2,11.92307692,2,139,80,0.004117063,16.88069613,0,1,TRUE,Returning_Visitor,Mar,2,3,2,TRUE
1,0,0,0,4,0,0,0,2,TRUE,Returning_Visitor,Mar,10,2,2,FALSE
1,8,1,101,12,0.015384615,0,0,3,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
1,7,7,141,25,0.002150538,0,0,1,FALSE,Returning_Visitor,Mar,10,2,4,FALSE
2,102,0,0,4,0,0,0,1,TRUE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,8,0,0,0,1,TRUE,Returning_Visitor,Mar,3,1,1,FALSE
1,7,0,0,11,0,0,0,3,TRUE,Returning_Visitor,Mar,3,3,2,FALSE
3,1499.571429,1,186,31,0,0,0,7,FALSE,Returning_Visitor,Mar,1,2,6,FALSE
0,0,0,0,41,0.01300813,0,0,1,FALSE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,5,0,0,0,2,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
1,0,0,0,43,0.004545455,4.289292857,0,1,FALSE,Returning_Visitor,Mar,6,3,2,FALSE
1,74,0,0,49,0.004,0,0,6,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
2,1223,4,416,21,0.004545455,0,0,1,TRUE,Returning_Visitor,Mar,2,3,2,FALSE
0,0,0,0,26,0.003846154,0,0,8,FALSE,Returning_Visitor,Mar,3,1,1,FALSE
4,206.3333333,0,0,20,0,23.83323089,0,1,TRUE,Returning_Visitor,Mar,2,4,2,TRUE
3,67,0,0,12,0,0,0,3,FALSE,New_Visitor,Mar,2,2,2,FALSE
0,0,0,0,2,0,0,0,4,FALSE,Returning_Visitor,Mar,2,4,1,FALSE
0,0,0,0,2,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
3,242,0,0,12,0,0,0,1,TRUE,New_Visitor,Mar,2,1,1,FALSE
0,0,0,0,6,0.033333333,0,0,1,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
7,217.8333333,1,23.5,18,0,0,0,1,FALSE,Returning_Visitor,Mar,10,3,2,FALSE
0,0,0,0,2,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
2,136.6666667,1,9.5,20,0,0,0,3,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
12,739.2091954,1,16,21,0.009032258,78.34560177,0,1,FALSE,Returning_Visitor,Mar,8,2,2,TRUE
0,0,0,0,2,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,1,2,FALSE
0,0,0,0,2,0.1,0,0,1,FALSE,Returning_Visitor,Mar,3,3,2,FALSE
4,33,0,0,19,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,1,0.2,0,0,8,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
3,14,0,0,20,0.01,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
4,68.5,2,845,82,0.000374532,6.506831398,0,2,FALSE,Returning_Visitor,Mar,2,1,1,TRUE
5,91.83333333,0,0,32,0,0,0,1,TRUE,Returning_Visitor,Mar,3,1,1,FALSE
1,31,0,0,6,0.066666667,0,0,3,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,5,0,0,0,6,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
2,58,0,0,50,0,2.179730769,0,2,TRUE,Returning_Visitor,Mar,11,4,2,TRUE
0,0,0,0,5,0,0,0,6,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,24,0,0,0,1,FALSE,Returning_Visitor,Mar,10,4,1,FALSE
0,0,0,0,3,0,0,0,1,FALSE,Returning_Visitor,Mar,3,2,2,FALSE
0,0,0,0,15,0.014285714,0,0,4,TRUE,Returning_Visitor,Mar,2,2,5,FALSE
5,89.75,0,0,16,0.011111111,0,0,4,TRUE,Returning_Visitor,Mar,2,3,2,FALSE
1,9.5,0,0,25,0,0,0,7,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
9,165.5,0,0,50,0.001724138,15.30003763,0,4,TRUE,Returning_Visitor,Mar,3,1,1,FALSE
0,0,0,0,10,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,1,0.2,0,0,4,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
0,0,0,0,6,0.033333333,0,0,8,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,34,0,0,0,4,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
3,57,0,0,15,0,0,0,5,FALSE,Returning_Visitor,Mar,6,2,2,FALSE
0,0,1,255,15,0,0,0,3,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
1,13,0,0,10,0.018055556,0,0,4,TRUE,Returning_Visitor,Mar,3,3,2,FALSE
3,63,0,0,10,0,0,0,7,TRUE,New_Visitor,Mar,2,2,2,FALSE
3,134,0,0,53,0,62.34813701,0,1,FALSE,Returning_Visitor,Mar,2,4,1,TRUE
0,0,0,0,1,0.2,0,0,3,TRUE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,59,0.005172414,0,0,1,FALSE,Returning_Visitor,Mar,2,1,1,FALSE
2,34,0,0,65,0.003030303,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
4,67.07142857,0,0,21,0,0,0,2,TRUE,New_Visitor,Mar,8,3,2,FALSE
0,0,0,0,1,0.2,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,3,0,0,0,1,TRUE,Returning_Visitor,Mar,10,3,2,FALSE
0,0,0,0,1,0.2,0,0,9,TRUE,New_Visitor,Mar,2,2,2,FALSE
8,87.5,0,0,31,0.005405405,3.889459459,0,7,FALSE,Returning_Visitor,Mar,2,2,2,TRUE
1,22,0,0,21,0,0,0,1,FALSE,New_Visitor,Mar,2,3,2,FALSE
0,0,0,0,4,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,4,0.1,0,0,6,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
1,17.5,0,0,8,0,0,0,1,TRUE,New_Visitor,Mar,2,3,2,FALSE
0,0,0,0,7,0,0,0,3,FALSE,Returning_Visitor,Mar,1,3,3,FALSE
0,0,0,0,20,0,0,0,1,TRUE,New_Visitor,Mar,9,1,1,FALSE
1,14,0,0,10,0,0,0,2,FALSE,New_Visitor,Mar,10,2,2,FALSE
5,69.33333333,1,0,5,0,0,0,3,FALSE,New_Visitor,Mar,2,2,2,FALSE
2,148,0,0,9,0,0,0,6,TRUE,New_Visitor,Mar,2,3,2,FALSE
1,85,4,208.5,12,0,0,0,1,FALSE,Returning_Visitor,Mar,2,1,1,FALSE
0,0,0,0,2,0.1,0,0,3,FALSE,Returning_Visitor,Mar,3,2,10,FALSE
0,0,0,0,6,0.1,0,0,1,TRUE,Returning_Visitor,Mar,1,3,2,FALSE
4,103,1,41,16,0,0,0,3,TRUE,Returning_Visitor,Mar,6,3,2,FALSE
0,0,0,0,26,0.007692308,0,0,4,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
0,0,0,0,1,0.2,0,0,3,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
2,33,0,0,25,0,60.29018448,0,3,FALSE,Returning_Visitor,Mar,1,2,5,TRUE
1,69.5,0,0,8,0,0,0,1,FALSE,Returning_Visitor,Mar,13,3,2,FALSE
0,0,0,0,10,0.055555556,26.66133333,0,1,FALSE,Returning_Visitor,Mar,8,3,2,FALSE
7,77.5,0,0,14,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
4,171,0,0,20,0.00952381,0,0,1,FALSE,Returning_Visitor,Mar,10,2,2,FALSE
2,94,0,0,5,0,0,0,1,FALSE,Returning_Visitor,Mar,10,3,3,FALSE
0,0,0,0,4,0.05,0,0,2,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
7,64.14285714,1,0,20,0.008695652,0,0,3,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
0,0,0,0,12,0,0,0,1,FALSE,Returning_Visitor,Mar,2,2,2,FALSE
0,0,0,0,6,0.033333333,0,0,3,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
4,143,1,20.5,10,0,64.6,0,7,FALSE,Returning_Visitor,Mar,8,1,1,TRUE
1,26,0,0,16,0,20.26155684,0,2,FALSE,New_Visitor,Mar,2,2,4,FALSE
3,221,0,0,17,0,0,0,1,TRUE,New_Visitor,Mar,3,1,1,FALSE
1,10,0,0,23,0,0,0,1,TRUE,Returning_Visitor,Mar,3,2,4,FALSE
4,118,3,67,44,0.004081633,0,0,6,TRUE,Returning_Visitor,Mar,1,3,2,FALSE
1,0,0,0,20,0,10.23187302,0,3,FALSE,Returning_Visitor,Mar,6,2,2,TRUE
1,38,0,0,12,0.028571429,0,0,4,FALSE,Returning_Visitor,Mar,2,3,2,FALSE
0,0,0,0,15,0,0,0,2,FALSE,Returning_Visitor,Mar,3,2,5,FALSE
3,124,0,0,0,0,0,0,6,FALSE,Returning_Visitor,Mar,3,3,2,FALSE
0,0,0,0,12,0,74.088,0,1,FALSE,New_Visitor,Mar,2,1,1,TRUE
2,117,0,0,13,0,0,0,2,FALSE,New_Visitor,Mar,2,2,2,FALSE
0,0,0,0,7,0.057142857,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
2,75,0,0,14,0,22.88908649,0,1,TRUE,New_Visitor,Mar,2,1,1,TRUE
0,0,0,0,1,0.2,0,0,3,FALSE,Returning_Visitor,Mar,1,3,2,FALSE
0,0,0,0,3,0.066666667,0,0,3,FALSE,Returning_Visitor,Mar,3,3,2,FALSE
0,0,0,0,7,0,0,0,1,FALSE,Returning_Visitor,Mar,1,2,2,FALSE
2,94,0,0,25,0,0,0,4,FALSE,Returning_Visitor,Mar,1,2,4,FALSE
3,219,0,0,12,0.022222222,0,0,3,FALSE,Returning_Visitor,Mar,1,1,1,FALSE
2,45,0,0,26,0.007407407,0,0,3,FALSE,Returning_Visitor,Mar,10,2,4,FALSE
3,60.83333333,0,0,18,0.021052632,0,0,3,FALSE,Returning_Visitor,Mar,10,2,2,FALSE
0,0,0,0,2,0,0,0,3,FALSE,Returning_Visitor,Mar,3,3,2,FALSE
